OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
94,Zion Fire Rescue Department Station 1 (Main),Municipal,740,Fire Station / EMS Station,2828 Sheridan Rd,Zion,IL,60099-2627,Placed on Map,,http://www.cityofzion.com/departments/fire_and_rescue/,(847) 746-4036,1546871446000,"{'x': -87.82592151140844, 'y': 42.44373279740224}",-87.82592151140844,42.44373279740224
95,Zion Fire Rescue Department Station 2,Municipal,740,Fire Station / EMS Station,2016 Lewis Ave,Zion,IL,60099-1568,Placed on Map,,http://www.cityofzion.com/departments/fire_and_rescue/,(847) 746-4044,1546871446000,"{'x': -87.85513827818328, 'y': 42.457991873022614}",-87.85513827818328,42.457991873022614
96,Lake Forest Hospital,Non Profit,800,Hospital / Medical Center,660 N Westmoreland Rd,Lake Forest,IL,60045-1659,Placed on Map,,https://www.nm.org/locations/lake-forest-hospital?utm_source=lfh.org%2Fhome&utm_medium=301re&utm_campaign=nm,(847) 234-5600,1561574114000,"{'x': -87.86548466579062, 'y': 42.253250589794035}",-87.86548466579062,42.253250589794035
97,Highland Park Hospital,Non Profit,800,Hospital / Medical Center,777 Park Ave W,Highland Park,IL,60035,Placed on Map,,https://www.northshore.org/locations/our-hospitals/highland-park-hospital/,(847) 432-8000,1561574114000,"{'x': -87.80838345507988, 'y': 42.190751372883}",-87.80838345507988,42.190751372883
98,Advocate Good Shepherd Hospital,Private,800,Hospital / Medical Center,450 W IL Route 22,Barrington,IL,60010-7509,Placed on Map,,https://www.advocatehealth.com/gshp/,(847) 381-0123,1546871446000,"{'x': -88.17275218791323, 'y': 42.194948276712665}",-88.17275218791323,42.194948276712665
99,Advocate Condell Medical Center,Non Profit,800,Hospital / Medical Center,801 S Milwaukee Ave,Libertyville,IL,60048-3204,Placed on Map,,https://www.advocatehealth.com/condell/,(847) 362-2900,1546871446000,"{'x': -87.95649178348229, 'y': 42.27449905600525}",-87.95649178348229,42.27449905600525
100,Vista Medical Center West,Private,800,Hospital / Medical Center,2615 Washington St,Waukegan,IL,60085-4980,Placed on Map,,http://www.vistahealth.com/vista-health-system/home.aspx,(847) 249-3900,1546871446000,"{'x': -87.86654089502022, 'y': 42.35840876936362}",-87.86654089502022,42.35840876936362
101,Vista Medical Center East,Private,800,Hospital / Medical Center,1324 N Sheridan Rd,Waukegan,IL,60085-2161,Placed on Map,,http://www.vistahealth.com/vista-health-system/home.aspx,(847) 360-3000,1546871446000,"{'x': -87.83235735831086, 'y': 42.37829602323551}",-87.83235735831086,42.37829602323551
102,Midwestern Regional Medical Center,Private,800,Hospital / Medical Center,2520 Elisha Ave,Zion,IL,60099-2676,Placed on Map,,https://www.cancercenter.com/locations/chicago,(847) 872-4561,1561574114000,"{'x': -87.82787581966524, 'y': 42.44930175194318}",-87.82787581966524,42.44930175194318
103,Antioch: North Central Service Line,Regional,810,Railroad Station,305 W Depot St,Antioch,IL,60002-1525,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.09236070986903, 'y': 42.481019077931066}",-88.09236070986903,42.481019077931066
104,Lake Villa: North Central Service Line,Regional,810,Railroad Station,129 Railroad Ave,Lake Villa,IL,60046,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.07948763804855, 'y': 42.41743499661482}",-88.07948763804855,42.41743499661482
105,Round Lake Beach: North Central Service Line,Regional,810,Railroad Station,680 E Mallard Creek Dr,Round Lake Beach,IL,60073-3807,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.06547826566565, 'y': 42.38510015104001}",-88.06547826566565,42.38510015104001
106,Prairie Crossing: North Central Service Line,Regional,810,Railroad Station,2401 W Harris Rd,Libertyville,IL,60048,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.01759121585961, 'y': 42.318427370171875}",-88.01759121585961,42.318427370171875
107,Mundelein: North Central Service Line,Regional,810,Railroad Station,205 N Archer Ave,Mundelein,IL,60060-2302,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.99798267215853, 'y': 42.26682863552586}",-87.99798267215853,42.26682863552586
108,Vernon Hills: North Central Service Line,Regional,810,Railroad Station,75 E US Highway 45,Vernon Hills,IL,60061,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.96455593553333, 'y': 42.21559201250365}",-87.96455593553333,42.21559201250365
109,Prairie View: North Central Service Line,Regional,810,Railroad Station,2701 Main St,Buffalo Grove,IL,60089,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.95582922924787, 'y': 42.19803942827322}",-87.95582922924787,42.19803942827322
110,Buffalo Grove: North Central Service Line,Regional,810,Railroad Station,825 Commerce Ct,Buffalo Grove,IL,60089-2366,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.94138758216035, 'y': 42.16853748942248}",-87.94138758216035,42.16853748942248
111,Fox Lake: Milwaukee District North Line,Regional,810,Railroad Station,Nippersink Blvd & Grand Ave,Fox Lake,IL,60020,Placed on Map,,https://metrarail.com,(847) 587-7515,1561574114000,"{'x': -88.18224387973171, 'y': 42.398343664629365}",-88.18224387973171,42.398343664629365
112,Ingleside: Milwaukee District North Line,Regional,810,Railroad Station,Washington St & Rollins Rd,Ingleside,IL,60041,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.15350939417843, 'y': 42.38385608974083}",-88.15350939417843,42.38385608974083
113,Long Lake: Milwaukee District North Line,Regional,810,Railroad Station,Decorah Ave & IL Route 134,Ingleside,IL,60041,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -88.12800514528394, 'y': 42.367920678614496}",-88.12800514528394,42.367920678614496
114,Round Lake: Milwaukee District North Line,Regional,810,Railroad Station,IL Route 134 & Cedar Lake Rd,Round Lake,IL,60073,Placed on Map,,https://metrarail.com,(847) 546-2140,1561574114000,"{'x': -88.09411970192518, 'y': 42.35458765342682}",-88.09411970192518,42.35458765342682
115,Grayslake: Milwaukee District North Line,Regional,810,Railroad Station,Lake St & Saint Paul St,Grayslake,IL,60030,Placed on Map,,https://metrarail.com,(847) 546-2140,1561574114000,"{'x': -88.04331149880015, 'y': 42.33367166380808}",-88.04331149880015,42.33367166380808
116,Libertyville: Milwaukee District North Line,Regional,810,Railroad Station,200 Lake St,Libertyville,IL,60048-1814,Placed on Map,,https://metrarail.com,(847) 362-2044,1561574114000,"{'x': -87.95653137672845, 'y': 42.29104671746427}",-87.95653137672845,42.29104671746427
117,Lake Forest: Milwaukee District North Line,Regional,810,Railroad Station,911 S Telegraph Rd,Lake Forest,IL,60045,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.87477684537778, 'y': 42.22362909299637}",-87.87477684537778,42.22362909299637
118,Deerfield: Milwaukee District North Line,Regional,810,Railroad Station,860 Deerfield Rd,Deerfield,IL,60015-3230,Placed on Map,,https://metrarail.com,(847) 945-0065,1561574114000,"{'x': -87.84992556569362, 'y': 42.16801423792388}",-87.84992556569362,42.16801423792388
119,Winthrop Harbor: Union Pacific North Line,Regional,810,Railroad Station,701 N Main St,Winthrop Harbor,IL,60096,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.81612553684704, 'y': 42.48277652536233}",-87.81612553684704,42.48277652536233
120,Zion: Union Pacific North Line,Regional,810,Railroad Station,2501 S Eden Rd,Zion,IL,60099,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.81797276412536, 'y': 42.449218403200234}",-87.81797276412536,42.449218403200234
121,Waukegan: Union Pacific North Line,Regional,810,Railroad Station,95 N Spring St,Waukegan,IL,60085-5629,Placed on Map,,https://metrarail.com,(847) 623-1023,1561574114000,"{'x': -87.82826400056415, 'y': 42.36065872286701}",-87.82826400056415,42.36065872286701
122,North Chicago: Union Pacific North Line,Regional,810,Railroad Station,1633 Lakeside Ave,North Chicago,IL,60064-2206,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.83703132597181, 'y': 42.32871903017494}",-87.83703132597181,42.32871903017494
123,Great Lakes: Union Pacific North Line,Regional,810,Railroad Station,3000 S Sheridan Rd,Great Lakes,IL,60064,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.84644408911447, 'y': 42.306971038503065}",-87.84644408911447,42.306971038503065
124,Lake Bluff: Union Pacific North Line,Regional,810,Railroad Station,600 Sheridan Rd,Lake Bluff,IL,60044-2100,Placed on Map,,https://metrarail.com,(847) 234-0719,1561574114000,"{'x': -87.8465272569401, 'y': 42.27979507819927}",-87.8465272569401,42.27979507819927
125,Lake Forest: Union Pacific North Line,Regional,810,Railroad Station,701 N. McKinley Rd,Lake Forest,IL,60045-1928,Placed on Map,,https://metrarail.com,(847) 234-0128,1561574114000,"{'x': -87.83988588358552, 'y': 42.25243387673865}",-87.83988588358552,42.25243387673865
126,Fort Sheridan: Union Pacific North Line,Regional,810,Railroad Station,461 W Old Elm Rd,Highwood,IL,60040,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.82100531931935, 'y': 42.21740704432473}",-87.82100531931935,42.21740704432473
127,Highwood: Union Pacific North Line,Regional,810,Railroad Station,317 Green Bay Rd,Highwood,IL,60040-1315,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.81054667643747, 'y': 42.20337489565574}",-87.81054667643747,42.20337489565574
128,Highland Park: Union Pacific North Line,Regional,810,Railroad Station,1700 Saint Johns Ave,Highland Park,IL,60035,Placed on Map,,https://metrarail.com,(847) 432-0972,1561574114000,"{'x': -87.79742741861845, 'y': 42.18324952455794}",-87.79742741861845,42.18324952455794
129,Ravinia: Union Pacific North Line,Regional,810,Railroad Station,510 Roger Williams Ave,Highland Park,IL,60035,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.78286396626659, 'y': 42.16508420869444}",-87.78286396626659,42.16508420869444
130,Ravinia Park: Union Pacific North Line,Regional,810,Railroad Station,418 Sheridan Rd,Highland Park,IL, ,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.77711709484775, 'y': 42.15797935753252}",-87.77711709484775,42.15797935753252
131,Braeside: Union Pacific North Line,Regional,810,Railroad Station,10 N Saint Johns Ave,Highland Park,IL,60035,Placed on Map,,https://metrarail.com, ,1561574114000,"{'x': -87.77256369457268, 'y': 42.15282032025044}",-87.77256369457268,42.15282032025044
132,Campbell Airport,Private,810,Airport Runway / Airfield,22733 W Townline Rd,Grayslake,IL,60030-9656,Placed on Map,,,(847) 223-2200,1591712665000,"{'x': -88.07508223611485, 'y': 42.324743387171786}",-88.07508223611485,42.324743387171786
133,Waukegan Regional Airport,Regional,810,Airport Runway / Airfield,3580 N McAree Rd,Waukegan,IL,60087-1486,Placed on Map,,https://waukeganairport.com/,(847) 244-0055,1561492681000,"{'x': -87.8670050060185, 'y': 42.42151809520863}",-87.8670050060185,42.42151809520863
134,College of Lake County - Main Campus,Regional,730,College / University,19351 W Washington St,Grayslake,IL,60030-1148,Placed on Map,,http://www.clcillinois.edu,(847) 543-2000,1546871446000,"{'x': -88.01248240610897, 'y': 42.35444293093324}",-88.01248240610897,42.35444293093324
135,College of Lake County - Great Lakes Center,Regional,730,College / University,BLDG 236,Great Lakes,IL,60088-3012,Placed on Map,,http://www.clcillinois.edu,(847) 543-2000,1546871446000,"{'x': -87.84381212953656, 'y': 42.31249278875351}",-87.84381212953656,42.31249278875351
136,College of Lake County - Lakeshore Campus,Regional,730,College / University,111 N Genesee St,Waukegan,IL,60085-4310,Placed on Map,,http://www.clcillinois.edu,(847) 543-2000,1546871446000,"{'x': -87.83093400020105, 'y': 42.36132803207554}",-87.83093400020105,42.36132803207554
137,College of Lake County - Southlake Educational Center,Regional,730,College / University,1120 S Milwaukee Ave,Vernon Hills,IL,60061-3195,Placed on Map,,http://www.clcillinois.edu,(847) 543-2000,1546871446000,"{'x': -87.9336750352031, 'y': 42.20573699508853}",-87.9336750352031,42.20573699508853
138,Columbia College of Missouri: Lake County Campus,Private,730,College / University,1225 Tri State Pkwy Ste 560,Gurnee,IL,60031,Placed on Map,,http://www.ccis.edu/,(847) 336-6333,1546871446000,"{'x': -87.94795976996667, 'y': 42.378049722121204}",-87.94795976996667,42.378049722121204
139,Lake Forest College,Non Profit,730,College / University,555 N Sheridan Rd,Lake Forest,IL,60045-2338,Placed on Map,,http://www.lakeforest.edu/,(847) 234-3100,1546871446000,"{'x': -87.82835624676403, 'y': 42.2497754920728}",-87.82835624676403,42.2497754920728
140,Lake Forest Graduate School of Management,Non Profit,730,College / University,1905 W Field Ct,Lake Forest,IL,60045-4824,Placed on Map,,https://www.lakeforestmba.edu/,(847) 234-5005,1561574114000,"{'x': -87.89321348199346, 'y': 42.243328495217334}",-87.89321348199346,42.243328495217334
141,Trinity International University,Non Profit,730,College / University,2065 Half Day Rd,Bannockburn,IL,60015-1241,Placed on Map,,https://www.tiu.edu/,(847) 317-7000,1561574114000,"{'x': -87.8809827855512, 'y': 42.19725199498124}",-87.8809827855512,42.19725199498124
142,University Center of Lake County: Waukegan Facility,Non Profit,730,College / University,1 N Genesee St Ste 300,Waukegan,IL,60085-8116,Placed on Map,,http://www.ucenter.org/,(847) 665-4000,1546871446000,"{'x': -87.83102292712597, 'y': 42.3598862125481}",-87.83102292712597,42.3598862125481
143,University of Illinois: Lake County Extension Site,Non Profit,730,College / University,100 US Highway 45,Grayslake,IL,60030-2204,Placed on Map,,https://web.extension.illinois.edu/lm/,(847) 223-8627,1561492681000,"{'x': -88.0057202156369, 'y': 42.34283929093393}",-88.0057202156369,42.34283929093393
144,Webster University: Great Lakes Naval Base Extension Site,Federal,730,College / University,BLDG 617,Great Lakes,IL,60088-3012,Placed on Map,,http://www.webster.edu/greatlakes/,(847) 578-0974,1546871446000,"{'x': -87.84381212953656, 'y': 42.31249278875351}",-87.84381212953656,42.31249278875351
145,Barrington Area Historical Society,Municipal,820,Museum,212 W Main St Ste 218,Barrington,IL,60010-3011,Placed on Map,,http://www.barringtonhistorymuseum.org/,(847) 381-1730,1546871446000,"{'x': -88.13958656638829, 'y': 42.15442485068648}",-88.13958656638829,42.15442485068648
146,Bonner Heritage Farm,County,820,Museum,2890 E Sand Lake Rd,Lindenhurst,IL,60046-7455,Placed on Map,,https://www.lcfpd.org/bonner-farm/,(847) 968-3400,1561574114000,"{'x': -88.01197666358716, 'y': 42.40900189092571}",-88.01197666358716,42.40900189092571
147,Waukegan Historical Society / Lilac Cottage,Municipal,820,Museum,1911 N Sheridan Rd,Waukegan,IL,60087-5131,Placed on Map,,https://www.waukeganhistorical.org/raymond-research-library/,(847) 360-4770,1561492681000,"{'x': -87.83153008449436, 'y': 42.386362369850815}",-87.83153008449436,42.386362369850815
148,Wright Community Gallery of Art,Municipal,820,Museum,19351 W Washington St,Grayslake,IL,60030-1148,Placed on Map,,http://gallery.clcillinois.edu/,(847) 223-6601,1546871446000,"{'x': -88.0134227338023, 'y': 42.35423780448675}",-88.0134227338023,42.35423780448675
149,Cuneo Museum and Gardens,Private,820,Museum,1350 N Milwaukee Ave,Vernon Hills,IL,60061-1540,Placed on Map,,https://www.luc.edu/cuneo/,(847) 362-3042,1561574114000,"{'x': -87.95036795651237, 'y': 42.2501189320022}",-87.95036795651237,42.2501189320022
150,Deerfield Area Historical Society,Municipal,820,Museum,450 Kipling Pl,Deerfield,IL,60015-4450,Placed on Map,,https://deerfieldhistoricalsociety.org/,(708) 948-0680,1561574114000,"{'x': -87.840284420263, 'y': 42.166883373987304}",-87.840284420263,42.166883373987304
151,Fort Hill Heritage Museum / Fairhaven Park,Municipal,820,Museum,601 Noel Dr,Mundelein,IL,60060-3091,Placed on Map,,https://mundeleinparks.org/facilities-parks/museum-at-fort-hill/,(847) 526-7566,1561574114000,"{'x': -87.99467266330588, 'y': 42.26308568420289}",-87.99467266330588,42.26308568420289
152,Grayslake Historical Society and Museum,Municipal,820,Museum,164 Hawley St,Grayslake,IL,60030-1515,Placed on Map,,https://grayslakehistory.org/,(847) 223-7663,1561574114000,"{'x': -88.04035180955209, 'y': 42.34562791974309}",-88.04035180955209,42.34562791974309
153,Great Lakes Naval Museum,Federal,820,Museum,PO BOX 886307,Great Lakes,IL,60060-2608,Placed on Map,,http://www.greatlakesnavalmuseum.org/, ,1546871446000,"{'x': -87.84315544938579, 'y': 42.31260220786306}",-87.84315544938579,42.31260220786306
154,Greenbelt Cultural Center,County,820,Museum,1215 Green Bay Rd,North Chicago,IL,60064-1013,Placed on Map,,https://www.lcfpd.org/greenbelt-cultural-center/,(847) 689-1600,1561574114000,"{'x': -87.87144537667129, 'y': 42.33789919950775}",-87.87144537667129,42.33789919950775
155,Haines Museum,Municipal,820,Museum,1917 N Sheridan Rd,Waukegan,IL,60087-5131,Placed on Map,,https://www.waukeganhistorical.org/,(847) 336-1859,1561574114000,"{'x': -87.83231689190225, 'y': 42.386706137358715}",-87.83231689190225,42.386706137358715
156,Walter E Heller Nature Preserve,Municipal,820,Museum,2821 Ridge Rd,Highland Park,IL,60035-1533,Placed on Map,,http://www.pdhp.org/heller-nature-center/,(847) 433-6901,1546871446000,"{'x': -87.84238933377215, 'y': 42.2058702118303}",-87.84238933377215,42.2058702118303
157,Highland Park Historical Society,Municipal,820,Museum,326 Central Ave,Highland Park,IL,60035-2611,Placed on Map,,https://highlandparkhistory.com/,(847) 432-7090,1561574114000,"{'x': -87.794173041533, 'y': 42.18710498793294}",-87.794173041533,42.18710498793294
158,Independence Grove Visitors Center,County,820,Visitor / Information Center,16400 W Buckley Rd,Libertyville,IL,60048-5133,Placed on Map,,https://www.lcfpd.org/independence-grove-visitors-center/,(847) 968-3499,1561574114000,"{'x': -87.9466449112752, 'y': 42.31094099264902}",-87.9466449112752,42.31094099264902
